agerange,age,browser,category,device,gender,language,latitude,longitude,nav,os,role,city,region,user,pageviewtime,date,item,navigation
Middle,50,Chrome,,AndroidPhone,male,english,,,,AndroidOS,patient,Ottawa,Ontario,41f5328a-7617-41bc-9610-8c011426f50b,0.524,20200619,Lung,topics
Middle,50,Chrome,,AndroidPhone,male,english,,,,AndroidOS,patient,Ottawa,Ontario,41f5328a-7617-41bc-9610-8c011426f50b,0.542,20200619,Lung,topics
Middle,50,Chrome,,AndroidPhone,male,english,,,,AndroidOS,patient,Ottawa,Ontario,41f5328a-7617-41bc-9610-8c011426f50b,0.573,20200619,Memory problems or  Dementia,topics
Middle,50,Chrome,,AndroidPhone,male,english,,,,AndroidOS,patient,Ottawa,Ontario,41f5328a-7617-41bc-9610-8c011426f50b,0.539,20200619,Memory problems or  Dementia,topics
Middle,50,Chrome,,AndroidPhone,male,english,,,,AndroidOS,patient,Ottawa,Ontario,41f5328a-7617-41bc-9610-8c011426f50b,0.787,20200619,Nutrition,topics
Middle,50,Chrome,,AndroidPhone,male,english,,,,AndroidOS,patient,Ottawa,Ontario,41f5328a-7617-41bc-9610-8c011426f50b,0.633,20200619,Nutrition,topics
Middle,50,Chrome,,AndroidPhone,male,english,,,,AndroidOS,patient,Ottawa,Ontario,41f5328a-7617-41bc-9610-8c011426f50b,0.511,20200619,Physical Exam,topics
Middle,50,Chrome,,AndroidPhone,male,english,,,,AndroidOS,patient,Ottawa,Ontario,41f5328a-7617-41bc-9610-8c011426f50b,0.617,20200619,Physical Exam,topics
Middle,50,Chrome,,AndroidPhone,male,english,,,,AndroidOS,patient,Ottawa,Ontario,41f5328a-7617-41bc-9610-8c011426f50b,0.613,20200619,Sex & Prostate,topics
Middle,50,Chrome,,AndroidPhone,male,english,,,,AndroidOS,patient,Ottawa,Ontario,41f5328a-7617-41bc-9610-8c011426f50b,0.592,20200619,Sex & Prostate,topics
Middle,50,Chrome,,AndroidPhone,male,english,,,,AndroidOS,patient,Ottawa,Ontario,41f5328a-7617-41bc-9610-8c011426f50b,0.438,20200619,Substance Abuse,topics
Middle,50,Chrome,,AndroidPhone,male,english,,,,AndroidOS,patient,Ottawa,Ontario,41f5328a-7617-41bc-9610-8c011426f50b,1.286,20200619,Substance Abuse,topics
Senior,150,Safari,,Mac,female,english,,,,MacOS,patient,Ottawa,Ontario,,83.552,20200619,COVID-19,topics
Middle,50,Chrome,,AndroidPhone,male,english,,,,AndroidOS,patient,Ottawa,Ontario,41f5328a-7617-41bc-9610-8c011426f50b,0.475,20200619,Sun Exposure,topics
Middle,50,Chrome,,AndroidPhone,male,english,,,,AndroidOS,patient,Ottawa,Ontario,41f5328a-7617-41bc-9610-8c011426f50b,0.512,20200619,Sun Exposure,topics
Middle,50,Chrome,,AndroidPhone,male,english,,,,AndroidOS,patient,Ottawa,Ontario,41f5328a-7617-41bc-9610-8c011426f50b,0.487,20200619,Vision,topics
Middle,50,Chrome,,AndroidPhone,male,english,,,,AndroidOS,patient,Ottawa,Ontario,41f5328a-7617-41bc-9610-8c011426f50b,0.572,20200619,Vision,topics
Middle,50,Chrome,,AndroidPhone,male,english,,,,AndroidOS,provider,Ottawa,Ontario,41f5328a-7617-41bc-9610-8c011426f50b,5.071,20200619,"Vitamins, Minerals",topics
Young,34,Safari,,iPhone,female,english,,,,iOS,patient,Ottawa,Ontario,,18.985,20200619,Heart disease,topics
Middle,50,Chrome,,AndroidPhone,male,english,,,,AndroidOS,provider,Ottawa,Ontario,41f5328a-7617-41bc-9610-8c011426f50b,0.476,20200619,Bone health,topics
Middle,50,Chrome,,AndroidPhone,male,english,,,,AndroidOS,provider,Ottawa,Ontario,41f5328a-7617-41bc-9610-8c011426f50b,0.578,20200619,Bone health,topics
Middle,50,Chrome,,AndroidPhone,male,english,,,,AndroidOS,provider,Ottawa,Ontario,41f5328a-7617-41bc-9610-8c011426f50b,0.503,20200619,Colorectal Cancer,topics
Middle,50,Chrome,,AndroidPhone,male,english,,,,AndroidOS,provider,Ottawa,Ontario,41f5328a-7617-41bc-9610-8c011426f50b,0.474,20200619,Colorectal Cancer,topics
Middle,50,Chrome,,AndroidPhone,male,english,,,,AndroidOS,provider,Ottawa,Ontario,41f5328a-7617-41bc-9610-8c011426f50b,0.408,20200619,COVID-19,topics
Middle,50,Chrome,,AndroidPhone,male,english,,,,AndroidOS,provider,Ottawa,Ontario,41f5328a-7617-41bc-9610-8c011426f50b,0.542,20200619,COVID-19,topics
Middle,50,Chrome,,AndroidPhone,male,english,,,,AndroidOS,provider,Ottawa,Ontario,41f5328a-7617-41bc-9610-8c011426f50b,0.471,20200619,Diabetes Type 2,topics
Middle,50,Chrome,,AndroidPhone,male,english,,,,AndroidOS,provider,Ottawa,Ontario,41f5328a-7617-41bc-9610-8c011426f50b,0.541,20200619,Diabetes Type 2,topics
Middle,50,Chrome,,AndroidPhone,male,english,,,,AndroidOS,provider,Ottawa,Ontario,41f5328a-7617-41bc-9610-8c011426f50b,0.394,20200619,Heart disease,topics
Middle,50,Chrome,,AndroidPhone,male,english,,,,AndroidOS,provider,Ottawa,Ontario,41f5328a-7617-41bc-9610-8c011426f50b,1.052,20200619,Heart disease,topics
Middle,50,Chrome,,AndroidPhone,male,english,,,,AndroidOS,provider,Ottawa,Ontario,41f5328a-7617-41bc-9610-8c011426f50b,0.662,20200619,Immunization,topics
Middle,50,Chrome,,AndroidPhone,male,english,,,,AndroidOS,provider,Ottawa,Ontario,41f5328a-7617-41bc-9610-8c011426f50b,0.549,20200619,Immunization,topics
Middle,50,Chrome,,AndroidPhone,male,english,,,,AndroidOS,provider,Ottawa,Ontario,41f5328a-7617-41bc-9610-8c011426f50b,0.712,20200619,Lung,topics
Middle,50,Chrome,,AndroidPhone,male,english,,,,AndroidOS,provider,Ottawa,Ontario,41f5328a-7617-41bc-9610-8c011426f50b,0.542,20200619,Lung,topics
Middle,50,Chrome,,AndroidPhone,male,english,,,,AndroidOS,provider,Ottawa,Ontario,41f5328a-7617-41bc-9610-8c011426f50b,0.539,20200619,Memory problems or  Dementia,topics
Middle,50,Chrome,,AndroidPhone,male,english,,,,AndroidOS,provider,Ottawa,Ontario,41f5328a-7617-41bc-9610-8c011426f50b,0.587,20200619,Memory problems or  Dementia,topics
Middle,50,Chrome,,AndroidPhone,male,english,,,,AndroidOS,provider,Ottawa,Ontario,41f5328a-7617-41bc-9610-8c011426f50b,0.51,20200619,Nutrition,topics
Middle,50,Chrome,,AndroidPhone,male,english,,,,AndroidOS,provider,Ottawa,Ontario,41f5328a-7617-41bc-9610-8c011426f50b,0.575,20200619,Nutrition,topics
Middle,50,Chrome,,AndroidPhone,male,english,,,,AndroidOS,provider,Ottawa,Ontario,41f5328a-7617-41bc-9610-8c011426f50b,0.626,20200619,Physical activity,topics
Middle,50,Chrome,,AndroidPhone,male,english,,,,AndroidOS,provider,Ottawa,Ontario,41f5328a-7617-41bc-9610-8c011426f50b,1.12,20200619,Physical activity,topics
Middle,50,Chrome,,AndroidPhone,male,english,,,,AndroidOS,provider,Ottawa,Ontario,41f5328a-7617-41bc-9610-8c011426f50b,0.524,20200619,Physical Exam,topics
Middle,50,Chrome,,AndroidPhone,male,english,,,,AndroidOS,provider,Ottawa,Ontario,41f5328a-7617-41bc-9610-8c011426f50b,0.605,20200619,Physical Exam,topics
Middle,50,Chrome,,AndroidPhone,male,english,,,,AndroidOS,provider,Ottawa,Ontario,41f5328a-7617-41bc-9610-8c011426f50b,0.499,20200619,Sex & Prostate,topics
Middle,50,Chrome,,AndroidPhone,male,english,,,,AndroidOS,provider,Ottawa,Ontario,41f5328a-7617-41bc-9610-8c011426f50b,0.586,20200619,Sex & Prostate,topics
Middle,50,Chrome,,AndroidPhone,male,english,,,,AndroidOS,provider,Ottawa,Ontario,41f5328a-7617-41bc-9610-8c011426f50b,0.942,20200619,Substance Abuse,topics
Middle,50,Chrome,,AndroidPhone,male,english,,,,AndroidOS,provider,Ottawa,Ontario,41f5328a-7617-41bc-9610-8c011426f50b,0.716,20200619,Substance Abuse,topics
Middle,50,Chrome,,AndroidPhone,male,english,,,,AndroidOS,provider,Ottawa,Ontario,41f5328a-7617-41bc-9610-8c011426f50b,0.591,20200619,Sun Exposure,topics
Middle,50,Chrome,,AndroidPhone,male,english,,,,AndroidOS,provider,Ottawa,Ontario,41f5328a-7617-41bc-9610-8c011426f50b,0.492,20200619,Sun Exposure,topics
Middle,50,Chrome,,AndroidPhone,male,english,,,,AndroidOS,provider,Ottawa,Ontario,41f5328a-7617-41bc-9610-8c011426f50b,0.535,20200619,Vision,topics
Middle,50,Chrome,,AndroidPhone,female,english,,,,AndroidOS,provider,Ottawa,Ontario,41f5328a-7617-41bc-9610-8c011426f50b,5.649,20200619,Vision,topics
Young,34,Safari,,iPhone,female,english,,,,iOS,patient,Ottawa,Ontario,,11.469,20200619,Immunization,topics
Middle,50,Chrome,,AndroidPhone,female,english,,,,AndroidOS,provider,Ottawa,Ontario,41f5328a-7617-41bc-9610-8c011426f50b,0.673,20200619,Bone health,topics
Middle,50,Chrome,,AndroidPhone,female,english,,,,AndroidOS,provider,Ottawa,Ontario,41f5328a-7617-41bc-9610-8c011426f50b,0.56,20200619,Bone health,topics
Middle,50,Chrome,,AndroidPhone,female,english,,,,AndroidOS,provider,Ottawa,Ontario,41f5328a-7617-41bc-9610-8c011426f50b,0.608,20200619,Breast Cancer,topics
Middle,50,Chrome,,AndroidPhone,female,english,,,,AndroidOS,provider,Ottawa,Ontario,41f5328a-7617-41bc-9610-8c011426f50b,0.543,20200619,Breast Cancer,topics
Middle,50,Chrome,,AndroidPhone,female,english,,,,AndroidOS,provider,Ottawa,Ontario,41f5328a-7617-41bc-9610-8c011426f50b,0.586,20200619,Cervical Cancer,topics
Middle,50,Chrome,,AndroidPhone,female,english,,,,AndroidOS,provider,Ottawa,Ontario,41f5328a-7617-41bc-9610-8c011426f50b,0.542,20200619,Cervical Cancer,topics
Middle,50,Chrome,,AndroidPhone,female,english,,,,AndroidOS,provider,Ottawa,Ontario,41f5328a-7617-41bc-9610-8c011426f50b,0.555,20200619,Colorectal Cancer,topics
Middle,50,Chrome,,AndroidPhone,female,english,,,,AndroidOS,provider,Ottawa,Ontario,41f5328a-7617-41bc-9610-8c011426f50b,0.589,20200619,Colorectal Cancer,topics
Middle,50,Chrome,,AndroidPhone,female,english,,,,AndroidOS,provider,Ottawa,Ontario,41f5328a-7617-41bc-9610-8c011426f50b,0.546,20200619,COVID-19,topics
Middle,50,Chrome,,AndroidPhone,female,english,,,,AndroidOS,provider,Ottawa,Ontario,41f5328a-7617-41bc-9610-8c011426f50b,0.527,20200619,COVID-19,topics
Middle,50,Chrome,,AndroidPhone,female,english,,,,AndroidOS,provider,Ottawa,Ontario,41f5328a-7617-41bc-9610-8c011426f50b,0.567,20200619,Diabetes Type 2,topics
Middle,50,Chrome,,AndroidPhone,female,english,,,,AndroidOS,provider,Ottawa,Ontario,41f5328a-7617-41bc-9610-8c011426f50b,0.575,20200619,Diabetes Type 2,topics
Young,34,Safari,,iPhone,female,english,,,,iOS,patient,Ottawa,Ontario,,6.618,20200619,Lung,topics
Middle,50,Chrome,,AndroidPhone,female,english,,,,AndroidOS,provider,Ottawa,Ontario,41f5328a-7617-41bc-9610-8c011426f50b,0.491,20200619,Heart disease,topics
Middle,50,Chrome,,AndroidPhone,female,english,,,,AndroidOS,provider,Ottawa,Ontario,41f5328a-7617-41bc-9610-8c011426f50b,0.982,20200619,Heart disease,topics
Middle,50,Chrome,,AndroidPhone,female,english,,,,AndroidOS,provider,Ottawa,Ontario,41f5328a-7617-41bc-9610-8c011426f50b,1.324,20200619,Immunization,topics
Middle,50,Chrome,,AndroidPhone,female,english,,,,AndroidOS,provider,Ottawa,Ontario,41f5328a-7617-41bc-9610-8c011426f50b,0.686,20200619,Immunization,topics
Middle,50,Chrome,,AndroidPhone,female,english,,,,AndroidOS,provider,Ottawa,Ontario,41f5328a-7617-41bc-9610-8c011426f50b,0.645,20200619,Lung,topics
Middle,50,Chrome,,AndroidPhone,female,english,,,,AndroidOS,provider,Ottawa,Ontario,41f5328a-7617-41bc-9610-8c011426f50b,0.618,20200619,Lung,topics
Middle,50,Chrome,,AndroidPhone,female,english,,,,AndroidOS,provider,Ottawa,Ontario,41f5328a-7617-41bc-9610-8c011426f50b,0.713,20200619,Memory problems or  Dementia,topics
Middle,50,Chrome,,AndroidPhone,female,english,,,,AndroidOS,provider,Ottawa,Ontario,41f5328a-7617-41bc-9610-8c011426f50b,1.057,20200619,Memory problems or  Dementia,topics
Young,34,Safari,,iPhone,female,english,,,,iOS,patient,Ottawa,Ontario,,13.987,20200619,Memory problems or  Dementia,topics
Middle,50,Chrome,,AndroidPhone,female,english,,,,AndroidOS,provider,Ottawa,Ontario,41f5328a-7617-41bc-9610-8c011426f50b,0.675,20200619,Nutrition,topics
Middle,50,Chrome,,AndroidPhone,female,english,,,,AndroidOS,provider,Ottawa,Ontario,41f5328a-7617-41bc-9610-8c011426f50b,0.612,20200619,Nutrition,topics
Middle,50,Chrome,,AndroidPhone,female,english,,,,AndroidOS,provider,Ottawa,Ontario,41f5328a-7617-41bc-9610-8c011426f50b,0.597,20200619,Physical activity,topics
Middle,50,Chrome,,AndroidPhone,female,english,,,,AndroidOS,provider,Ottawa,Ontario,41f5328a-7617-41bc-9610-8c011426f50b,0.074,20200619,Physical activity,topics
Middle,50,Chrome,,AndroidPhone,female,english,,,,AndroidOS,provider,Ottawa,Ontario,41f5328a-7617-41bc-9610-8c011426f50b,0.854,20200619,Physical activity,topics
Middle,50,Chrome,,AndroidPhone,female,english,,,,AndroidOS,provider,Ottawa,Ontario,41f5328a-7617-41bc-9610-8c011426f50b,1.23,20200619,Physical activity,topics
Middle,50,Chrome,,AndroidPhone,female,english,,,,AndroidOS,provider,Ottawa,Ontario,41f5328a-7617-41bc-9610-8c011426f50b,0.735,20200619,Physical Exam,topics
Middle,50,Chrome,,AndroidPhone,female,english,,,,AndroidOS,provider,Ottawa,Ontario,41f5328a-7617-41bc-9610-8c011426f50b,0.654,20200619,Physical Exam,topics
Middle,50,Chrome,,AndroidPhone,female,english,,,,AndroidOS,provider,Ottawa,Ontario,41f5328a-7617-41bc-9610-8c011426f50b,0.579,20200619,Sex,topics
Middle,50,Chrome,,AndroidPhone,female,english,,,,AndroidOS,provider,Ottawa,Ontario,41f5328a-7617-41bc-9610-8c011426f50b,0.549,20200619,Sex,topics
Middle,50,Chrome,,AndroidPhone,female,english,,,,AndroidOS,provider,Ottawa,Ontario,41f5328a-7617-41bc-9610-8c011426f50b,0.567,20200619,Substance Abuse,topics
Middle,50,Chrome,,AndroidPhone,female,english,,,,AndroidOS,provider,Ottawa,Ontario,41f5328a-7617-41bc-9610-8c011426f50b,1.346,20200619,Substance Abuse,topics
Middle,50,Chrome,,AndroidPhone,female,english,,,,AndroidOS,provider,Ottawa,Ontario,41f5328a-7617-41bc-9610-8c011426f50b,0.462,20200619,Vision,topics
Middle,50,Chrome,,AndroidPhone,female,english,,,,AndroidOS,provider,Ottawa,Ontario,41f5328a-7617-41bc-9610-8c011426f50b,0.505,20200619,Vision,topics
Middle,50,Chrome,,AndroidPhone,male,english,,,,AndroidOS,provider,Ottawa,Ontario,41f5328a-7617-41bc-9610-8c011426f50b,232.587,20200619,"Vitamins, Minerals",topics
Young,34,Safari,,iPhone,female,english,,,,iOS,patient,Ottawa,Ontario,,30.857,20200619,Nutrition,topics
Senior,150,Safari,,Mac,female,english,,,,MacOS,patient,Ottawa,Ontario,,4.631,20200619,Lungs,body
Senior,150,Safari,,Mac,female,english,,,,MacOS,patient,Ottawa,Ontario,,2.448,20200619,Heart,body
Young,34,Safari,,iPhone,female,english,,,,iOS,patient,Ottawa,Ontario,,11.014,20200619,Physical Exam,topics
Senior,150,Safari,,Mac,female,english,,,,MacOS,patient,Ottawa,Ontario,,1938.272,20200619,Stomach,body
Young,34,Safari,,iPhone,female,english,,,,iOS,patient,Ottawa,Ontario,,16.002,20200619,Sex,topics
Young,34,Safari,,iPhone,female,english,,,,iOS,patient,Ottawa,Ontario,,18.724,20200619,Substance Abuse,topics
Young,34,Safari,,iPhone,female,english,,,,iOS,patient,Ottawa,Ontario,,14.537,20200619,Sun Exposure,topics
Young,34,Safari,,iPhone,female,english,,,,iOS,patient,Ottawa,Ontario,,4.251,20200619,Vision,topics
Young,34,Safari,,iPhone,female,english,,,,iOS,patient,Ottawa,Ontario,,30.268,20200619,"Vitamins, Minerals",topics
Young,34,Safari,,Mac,female,english,,,,MacOS,patient,Ottawa,Ontario,7c3ec481-c109-4ca5-9755-aa7983a5aea5,14.589,20200619,Diabetes Type 2,topics
Young,34,Safari,,Mac,female,english,,,,MacOS,patient,Ottawa,Ontario,7c3ec481-c109-4ca5-9755-aa7983a5aea5,14.02,20200619,Family Planning,topics
Young,34,Safari,,iPhone,female,english,,,,iOS,patient,Ottawa,Ontario,,12.404,20200619,Be active,topics
Young,34,Safari,,Mac,female,english,,,,MacOS,patient,Ottawa,Ontario,7c3ec481-c109-4ca5-9755-aa7983a5aea5,275.358,20200619,Heart disease,topics
Young,34,Safari,,iPhone,female,english,,,,iOS,patient,Ottawa,Ontario,,8.48,20200619,Bone health,topics
Senior,150,Safari,,Mac,female,french,,,,MacOS,patient,Ottawa,Ontario,1f436571-fb77-436f-9944-793ce3d1f26d,5.086,20200619,Activit̩ sexuelle,topics
Senior,150,Safari,,Mac,female,french,,,,MacOS,patient,Ottawa,Ontario,1f436571-fb77-436f-9944-793ce3d1f26d,153.3056487,20200619,Activit̩ sexuelle,topics
Young,34,Safari,,iPhone,female,english,,,,iOS,patient,Ottawa,Ontario,,17.701,20200619,Breast Cancer,topics
Young,34,Safari,,iPhone,female,english,,,,iOS,patient,Ottawa,Ontario,,14.167,20200619,Cervical Cancer,topics
Middle,50,Chrome,,AndroidPhone,female,french,,,,AndroidOS,patient,Ottawa,Ontario,41f5328a-7617-41bc-9610-8c011426f50b,0.913,20200619,Avantages or  inconv̩nients des tests,tests
Middle,50,Chrome,,AndroidPhone,female,french,,,,AndroidOS,patient,Ottawa,Ontario,41f5328a-7617-41bc-9610-8c011426f50b,0.525,20200619,Avantages or  inconv̩nients des tests,tests
Middle,50,Chrome,,AndroidPhone,female,french,,,,AndroidOS,patient,Ottawa,Ontario,41f5328a-7617-41bc-9610-8c011426f50b,0.539,20200619,Analyse de la glyc̩mie,tests
Middle,50,Chrome,,AndroidPhone,female,french,,,,AndroidOS,patient,Ottawa,Ontario,41f5328a-7617-41bc-9610-8c011426f50b,0.539,20200619,Analyse de la glyc̩mie,tests
Middle,50,Chrome,,AndroidPhone,female,french,,,,AndroidOS,patient,Ottawa,Ontario,41f5328a-7617-41bc-9610-8c011426f50b,0.624,20200619,Densit̩ min̩rale osseuse,tests
Middle,50,Chrome,,AndroidPhone,female,french,,,,AndroidOS,patient,Ottawa,Ontario,41f5328a-7617-41bc-9610-8c011426f50b,0.543,20200619,Densit̩ min̩rale osseuse,tests
Middle,50,Chrome,,AndroidPhone,female,french,,,,AndroidOS,patient,Ottawa,Ontario,41f5328a-7617-41bc-9610-8c011426f50b,0.571,20200619,D̩pistage des ITS,tests
Middle,50,Chrome,,AndroidPhone,female,french,,,,AndroidOS,patient,Ottawa,Ontario,41f5328a-7617-41bc-9610-8c011426f50b,1.064,20200619,D̩pistage des ITS,tests
Young,34,Safari,,iPhone,female,english,,,,iOS,patient,Ottawa,Ontario,,9.012,20200619,Colorectal Cancer or Bowel Cancer,topics
Middle,50,Chrome,,AndroidPhone,female,french,,,,AndroidOS,patient,Ottawa,Ontario,41f5328a-7617-41bc-9610-8c011426f50b,0.686,20200619,Dosage du cholest̩rol sanguin,tests
Middle,50,Chrome,,AndroidPhone,female,french,,,,AndroidOS,patient,Ottawa,Ontario,41f5328a-7617-41bc-9610-8c011426f50b,0.527,20200619,Dosage du cholest̩rol sanguin,tests
Middle,50,Chrome,,AndroidPhone,female,french,,,,AndroidOS,patient,Ottawa,Ontario,41f5328a-7617-41bc-9610-8c011426f50b,0.532,20200619,D̩pistage du cancer colorectal,tests
Middle,50,Chrome,,AndroidPhone,female,french,,,,AndroidOS,patient,Ottawa,Ontario,41f5328a-7617-41bc-9610-8c011426f50b,0.519,20200619,D̩pistage du cancer colorectal,tests
Middle,50,Chrome,,AndroidPhone,female,french,,,,AndroidOS,patient,Ottawa,Ontario,41f5328a-7617-41bc-9610-8c011426f50b,0.53,20200619,Mammographie,tests
Middle,50,Chrome,,AndroidPhone,female,french,,,,AndroidOS,patient,Ottawa,Ontario,41f5328a-7617-41bc-9610-8c011426f50b,0.57,20200619,Mammographie,tests
Middle,50,Chrome,,AndroidPhone,female,french,,,,AndroidOS,patient,Ottawa,Ontario,41f5328a-7617-41bc-9610-8c011426f50b,0.493,20200619,Score de risque cardiaque,tests
Middle,50,Chrome,,AndroidPhone,female,french,,,,AndroidOS,patient,Ottawa,Ontario,41f5328a-7617-41bc-9610-8c011426f50b,0.502,20200619,Score de risque cardiaque,tests
Middle,50,Chrome,,AndroidPhone,female,french,,,,AndroidOS,patient,Ottawa,Ontario,41f5328a-7617-41bc-9610-8c011426f50b,0.564,20200619,Test de Pap,tests
Middle,50,Chrome,,AndroidPhone,female,french,,,,AndroidOS,patient,Ottawa,Ontario,41f5328a-7617-41bc-9610-8c011426f50b,1.268,20200619,Test de Pap,tests
Middle,50,Chrome,,AndroidPhone,male,french,,,,AndroidOS,patient,Ottawa,Ontario,41f5328a-7617-41bc-9610-8c011426f50b,5.151,20200619,Vaccination contre la rub̩ole et la varicelle,tests
Young,34,Safari,,iPhone,female,english,,,,iOS,patient,Ottawa,Ontario,,41.906,20200619,COVID-19,topics
Middle,50,Chrome,,AndroidPhone,male,french,,,,AndroidOS,patient,Ottawa,Ontario,41f5328a-7617-41bc-9610-8c011426f50b,0.651,20200619,Avantages or  inconv̩nients des tests,tests
Middle,50,Chrome,,AndroidPhone,male,french,,,,AndroidOS,patient,Ottawa,Ontario,41f5328a-7617-41bc-9610-8c011426f50b,0.574,20200619,Avantages or  inconv̩nients des tests,tests
Middle,50,Chrome,,AndroidPhone,male,french,,,,AndroidOS,patient,Ottawa,Ontario,41f5328a-7617-41bc-9610-8c011426f50b,0.587,20200619,Analyse de la glyc̩mie,tests
Middle,50,Chrome,,AndroidPhone,male,french,,,,AndroidOS,patient,Ottawa,Ontario,41f5328a-7617-41bc-9610-8c011426f50b,1.135,20200619,Analyse de la glyc̩mie,tests
Middle,50,Chrome,,AndroidPhone,male,french,,,,AndroidOS,patient,Ottawa,Ontario,41f5328a-7617-41bc-9610-8c011426f50b,0.623,20200619,Densit̩ min̩rale osseuse,tests
Middle,50,Chrome,,AndroidPhone,male,french,,,,AndroidOS,patient,Ottawa,Ontario,41f5328a-7617-41bc-9610-8c011426f50b,0.528,20200619,Densit̩ min̩rale osseuse,tests
Middle,50,Chrome,,AndroidPhone,male,french,,,,AndroidOS,patient,Ottawa,Ontario,41f5328a-7617-41bc-9610-8c011426f50b,0.555,20200619,D̩pistage des ITS,tests
Middle,50,Chrome,,AndroidPhone,male,french,,,,AndroidOS,patient,Ottawa,Ontario,41f5328a-7617-41bc-9610-8c011426f50b,0.618,20200619,D̩pistage des ITS,tests
Middle,50,Chrome,,AndroidPhone,male,french,,,,AndroidOS,patient,Ottawa,Ontario,41f5328a-7617-41bc-9610-8c011426f50b,0.514,20200619,Dosage du cholest̩rol sanguin,tests
Middle,50,Chrome,,AndroidPhone,male,french,,,,AndroidOS,patient,Ottawa,Ontario,41f5328a-7617-41bc-9610-8c011426f50b,0.557,20200619,Dosage du cholest̩rol sanguin,tests
Middle,50,Chrome,,AndroidPhone,male,french,,,,AndroidOS,patient,Ottawa,Ontario,41f5328a-7617-41bc-9610-8c011426f50b,0.517,20200619,D̩pistage du cancer colorectal,tests
Middle,50,Chrome,,AndroidPhone,male,french,,,,AndroidOS,patient,Ottawa,Ontario,41f5328a-7617-41bc-9610-8c011426f50b,0.545,20200619,D̩pistage du cancer colorectal,tests
Middle,50,Chrome,,AndroidPhone,male,french,,,,AndroidOS,patient,Ottawa,Ontario,41f5328a-7617-41bc-9610-8c011426f50b,0.56,20200619,Score de risque cardiaque,tests
Middle,50,Chrome,,AndroidPhone,male,french,,,,AndroidOS,provider,Ottawa,Ontario,41f5328a-7617-41bc-9610-8c011426f50b,2.671,20200619,Score de risque cardiaque,tests
Middle,50,Chrome,,AndroidPhone,male,french,,,,AndroidOS,provider,Ottawa,Ontario,41f5328a-7617-41bc-9610-8c011426f50b,0.688,20200619,Avantages or  inconv̩nients des tests,tests
Middle,50,Chrome,,AndroidPhone,male,french,,,,AndroidOS,provider,Ottawa,Ontario,41f5328a-7617-41bc-9610-8c011426f50b,0.545,20200619,Avantages or  inconv̩nients des tests,tests
Middle,50,Chrome,,AndroidPhone,male,french,,,,AndroidOS,provider,Ottawa,Ontario,41f5328a-7617-41bc-9610-8c011426f50b,0.505,20200619,Analyse de la glyc̩mie,tests
Middle,50,Chrome,,AndroidPhone,male,french,,,,AndroidOS,provider,Ottawa,Ontario,41f5328a-7617-41bc-9610-8c011426f50b,0.576,20200619,Analyse de la glyc̩mie,tests
Middle,50,Chrome,,AndroidPhone,male,french,,,,AndroidOS,provider,Ottawa,Ontario,41f5328a-7617-41bc-9610-8c011426f50b,0.552,20200619,Densit̩ min̩rale osseuse,tests
Middle,50,Chrome,,AndroidPhone,male,french,,,,AndroidOS,provider,Ottawa,Ontario,41f5328a-7617-41bc-9610-8c011426f50b,0.545,20200619,Densit̩ min̩rale osseuse,tests
Middle,50,Chrome,,AndroidPhone,male,french,,,,AndroidOS,provider,Ottawa,Ontario,41f5328a-7617-41bc-9610-8c011426f50b,0.62,20200619,D̩pistage des ITS,tests
Middle,50,Chrome,,AndroidPhone,male,french,,,,AndroidOS,provider,Ottawa,Ontario,41f5328a-7617-41bc-9610-8c011426f50b,0.594,20200619,D̩pistage des ITS,tests
Middle,50,Chrome,,AndroidPhone,male,french,,,,AndroidOS,provider,Ottawa,Ontario,41f5328a-7617-41bc-9610-8c011426f50b,0.529,20200619,Dosage du cholest̩rol sanguin,tests
Middle,50,Chrome,,AndroidPhone,male,french,,,,AndroidOS,provider,Ottawa,Ontario,41f5328a-7617-41bc-9610-8c011426f50b,0.513,20200619,Dosage du cholest̩rol sanguin,tests
Middle,50,Chrome,,AndroidPhone,male,french,,,,AndroidOS,provider,Ottawa,Ontario,41f5328a-7617-41bc-9610-8c011426f50b,0.537,20200619,D̩pistage du cancer colorectal,tests
Middle,50,Chrome,,AndroidPhone,male,french,,,,AndroidOS,provider,Ottawa,Ontario,41f5328a-7617-41bc-9610-8c011426f50b,0.482,20200619,D̩pistage du cancer colorectal,tests
Middle,50,Chrome,,AndroidPhone,male,french,,,,AndroidOS,provider,Ottawa,Ontario,41f5328a-7617-41bc-9610-8c011426f50b,0.516,20200619,Score de risque cardiaque,tests
Middle,50,Chrome,,AndroidPhone,female,french,,,,AndroidOS,provider,Ottawa,Ontario,41f5328a-7617-41bc-9610-8c011426f50b,2.511,20200619,Score de risque cardiaque,tests
Middle,50,Chrome,,AndroidPhone,female,french,,,,AndroidOS,provider,Ottawa,Ontario,41f5328a-7617-41bc-9610-8c011426f50b,0.608,20200619,Avantages or  inconv̩nients des tests,tests
Middle,50,Chrome,,AndroidPhone,female,french,,,,AndroidOS,provider,Ottawa,Ontario,41f5328a-7617-41bc-9610-8c011426f50b,0.453,20200619,Avantages or  inconv̩nients des tests,tests
Middle,50,Chrome,,AndroidPhone,female,french,,,,AndroidOS,provider,Ottawa,Ontario,41f5328a-7617-41bc-9610-8c011426f50b,0.49,20200619,Analyse de la glyc̩mie,tests
