age,browser,city,date,device,gender,item,language,navigation,os,pageviewtime,region,role,user
"all ages","Safari","Ottawa","20200813","Mac","female","Activité sexuelle","french","topics","MacOS",591.202,"Ontario","provider",""
"all ages","Safari","Ottawa","20200813","Mac","female","Alimentation","french","topics","MacOS",269.893,"Ontario","provider",""
"all ages","Safari","Ottawa","20200813","Mac","female","Activité sexuelle","french","topics","MacOS","","Ontario","provider",""
"all ages","Safari","Ottawa","20200813","Mac","female","Activité sexuelle","french","topics","MacOS","","Ontario","provider",""
"all ages","Safari","Ottawa","20200813","Mac","female","Activité sexuelle","french","topics","MacOS","","Ontario","provider",""
"all ages","Chrome","Ottawa","20200813","Mac","female","Activité sexuelle","french","topics","MacOS","","Ontario","provider",""
"all ages","Safari","Ottawa","20200813","Mac","female","Activité sexuelle","french","topics","MacOS","","Ontario","provider",""
"all ages","Safari","Ottawa","20200813","Mac","female","Activité sexuelle","french","topics","MacOS",0.819,"Ontario","provider",""
"all ages","Safari","Ottawa","20200813","Mac","female","Activité sexuelle","french","topics","MacOS","","Ontario","provider",""
"all ages","Safari","Ottawa","20200813","Mac","female","Activité sexuelle","french","topics","MacOS","","Ontario","provider",""
"all ages","Safari","Ottawa","20200813","Mac","female","Activité sexuelle","french","topics","MacOS",269.128,"Ontario","provider",""
"all ages","Safari","Ottawa","20200813","Mac","female","Activité sexuelle","french","topics","MacOS",5.034,"Ontario","provider",""
"all ages","Safari","Ottawa","20200813","Mac","female","Cancer colorectal","french","topics","MacOS",12.814,"Ontario","provider",""
"all ages","Safari","Ottawa","20200813","Mac","female","Alimentation","french","topics","MacOS",8.226,"Ontario","provider",""
"all ages","Safari","Ottawa","20200813","Mac","female","Cancer du sein","french","topics","MacOS",33.572,"Ontario","provider",""
"all ages","Safari","Ottawa","20200813","Mac","female","Cancer du col de l’utérus","french","topics","MacOS",21.775,"Ontario","provider",""
"all ages","Safari","Ottawa","20200813","Mac","female","Cancer du côlon ou de l’intestin","french","topics","MacOS",17.148,"Ontario","provider",""
"all ages","Safari","Ottawa","20200813","Mac","female","Chutes chez les personnes âgées","french","topics","MacOS",20.326,"Ontario","provider",""
"all ages","Safari","Ottawa","20200813","Mac","female","Diabète de type 2","french","topics","MacOS",21.722,"Ontario","provider",""
"all ages","Safari","Ottawa","20200813","Mac","female","Être actif","french","topics","MacOS",13.53,"Ontario","provider",""
"all ages","Safari","Ottawa","20200813","Mac","female","Examen physique","french","topics","MacOS",18.342,"Ontario","provider",""
"all ages","Safari","Ottawa","20200813","Mac","female","Exposition au soleil","french","topics","MacOS",6.86,"Ontario","provider",""
"all ages","Safari","Ottawa","20200813","Mac","female","Maladie cardiaque","french","topics","MacOS",37.755,"Ontario","provider",""
"all ages","Safari","Ottawa","20200813","Mac","female","Planification familiale","french","topics","MacOS",119.674,"Ontario","provider",""
"all ages","Safari","Ottawa","20200813","Mac","female","Poumon","french","topics","MacOS",91.058,"Ontario","provider",""
"all ages","Safari","Ottawa","20200813","Mac","female","Santé des os","french","topics","MacOS",48.583,"Ontario","provider",""
"all ages","Safari","Ottawa","20200813","Mac","female","Troubles de la mémoire or démence","french","topics","MacOS",16.972,"Ontario","provider",""
"all ages","Safari","Ottawa","20200813","Mac","female","Toxicomanie","french","topics","MacOS",88.539,"Ontario","provider",""
"all ages","Safari","Ottawa","20200813","Mac","female","Vaccination","french","topics","MacOS",32.225,"Ontario","provider",""
"all ages","Safari","Ottawa","20200813","Mac","female","Vision","french","topics","MacOS",8.137,"Ontario","provider",""
"all ages","Safari","Ottawa","20200813","Mac","male","Vitamines, minéraux","french","topics","MacOS",43.801,"Ontario","provider",""
"all ages","Safari","Ottawa","20200813","Mac","male","COVID-19","french","topics","MacOS",8.567,"Ontario","provider",""
"all ages","Safari","Ottawa","20200813","Mac","male","Activité physique","french","topics","MacOS",10.683,"Ontario","provider",""
"all ages","Safari","Ottawa","20200813","Mac","male","Activité sexuelle et Prostate","french","topics","MacOS",274.564,"Ontario","provider",""
"all ages","Safari","Ottawa","20200813","Mac","male","Alimentation","french","topics","MacOS",38.017,"Ontario","provider",""
"all ages","Safari","Ottawa","20200813","Mac","male","Cancer colorectal","french","topics","MacOS",6.827,"Ontario","provider",""
"all ages","Safari","Ottawa","20200813","Mac","male","Cancer du côlon ou de l’intestin","french","topics","MacOS",7.761,"Ontario","provider",""
"all ages","Safari","Ottawa","20200813","Mac","male","Chutes chez les personnes âgées","french","topics","MacOS",11.261,"Ontario","provider",""
"all ages","Safari","Ottawa","20200813","Mac","male","Diabète de type 2","french","topics","MacOS",14.395,"Ontario","provider",""
"all ages","Safari","Ottawa","20200813","Mac","male","Dépistage d’un anévrisme de l’aorte abdominale","french","topics","MacOS",5.868,"Ontario","provider",""
"all ages","Safari","Ottawa","20200813","Mac","male","Être actif","french","topics","MacOS",10.97,"Ontario","provider",""
"all ages","Safari","Ottawa","20200813","Mac","male","Examen physique","french","topics","MacOS",22.194,"Ontario","provider",""
"all ages","Safari","Ottawa","20200813","Mac","male","Exposition au soleil","french","topics","MacOS",8.057,"Ontario","provider",""
"all ages","Safari","Ottawa","20200813","Mac","male","Maladie cardiaque","french","topics","MacOS",23.933,"Ontario","provider",""
"all ages","Safari","Ottawa","20200813","Mac","male","Poumon","french","topics","MacOS",52.702,"Ontario","provider",""
"all ages","Safari","Ottawa","20200813","Mac","male","Santé des os","french","topics","MacOS",24.589,"Ontario","provider",""
"all ages","Safari","Ottawa","20200813","Mac","male","Troubles de la mémoire or démence","french","topics","MacOS",13.316,"Ontario","provider",""
"all ages","Safari","Ottawa","20200813","Mac","male","Toxicomanie","french","topics","MacOS",38.214,"Ontario","provider",""
"all ages","Safari","Ottawa","20200813","Mac","male","Vaccination","french","topics","MacOS",2.09,"Ontario","provider",""
"all ages","Safari","Ottawa","20200813","Mac","male","Vision","french","topics","MacOS",9.184,"Ontario","provider",""
"all ages","Safari","Ottawa","20200813","Mac","male","Vitamines, minéraux","french","topics","MacOS",21.323,"Ontario","provider",""
"all ages","Safari","Ottawa","20200813","Mac","male","Avantages or inconvénients des tests","french","tests","MacOS",8.244,"Ontario","provider",""
"all ages","Safari","Ottawa","20200813","Mac","male","Analyse de la glycémie","french","tests","MacOS",1.141,"Ontario","provider",""
"all ages","Safari","Ottawa","20200813","Mac","male","Densité minérale osseuse","french","tests","MacOS",17.745,"Ontario","provider",""
"all ages","Safari","Ottawa","20200813","Mac","male","Dépistage des ITS","french","tests","MacOS",1.578,"Ontario","provider",""
"all ages","Safari","Ottawa","20200813","Mac","male","Dosage du cholestérol sanguin","french","tests","MacOS",1.294,"Ontario","provider",""
"all ages","Safari","Ottawa","20200813","Mac","male","Dépistage du cancer colorectal","french","tests","MacOS",9.8,"Ontario","provider",""
"all ages","Safari","Ottawa","20200813","Mac","male","Échographie de détection de l’AAA","french","tests","MacOS",5.151,"Ontario","provider",""
"all ages","Safari","Ottawa","20200813","Mac","male","Score de risque cardiaque","french","tests","MacOS",8.288,"Ontario","provider",""
"all ages","Safari","Ottawa","20200813","Mac","male","Test de la mémoire","french","tests","MacOS",1.506,"Ontario","provider",""
"all ages","Safari","Ottawa","20200813","Mac","male","Tomodensitométrie (TDM) à faible dose","french","tests","MacOS",1.324,"Ontario","provider",""
"all ages","Safari","Ottawa","20200813","Mac","male","Quand faut-il arrêter de faire passer des tests?","french","tests","MacOS","","Ontario","provider",""
"all ages","Safari","Ottawa","20200813","Mac","female","Avantages or inconvénients des tests","french","tests","MacOS",1.351,"Ontario","provider","e734e846-3099-41d4-822d-ace24e9146b9"
"all ages","Safari","Ottawa","20200813","Mac","female","Analyse de la glycémie","french","tests","MacOS",1.226,"Ontario","provider","e734e846-3099-41d4-822d-ace24e9146b9"
"all ages","Safari","Ottawa","20200813","Mac","female","Densité minérale osseuse","french","tests","MacOS",3.453,"Ontario","provider","e734e846-3099-41d4-822d-ace24e9146b9"
"all ages","Safari","Ottawa","20200813","Mac","female","Covid-19","french","body","MacOS",11.291,"Ontario","provider","e734e846-3099-41d4-822d-ace24e9146b9"
"all ages","Safari","Ottawa","20200813","Mac","female","Troubles de la mémoire","french","body","MacOS",16.036,"Ontario","provider","e734e846-3099-41d4-822d-ace24e9146b9"
"all ages","Safari","Ottawa","20200813","Mac","female","Examen physique","french","body","MacOS",2.894,"Ontario","provider","e734e846-3099-41d4-822d-ace24e9146b9"
"all ages","Safari","Ottawa","20200813","Mac","female","Activité physique","french","body","MacOS",6.106,"Ontario","provider","e734e846-3099-41d4-822d-ace24e9146b9"
"all ages","Safari","Ottawa","20200813","Mac","female","Vaccination","french","body","MacOS",3.416,"Ontario","provider","e734e846-3099-41d4-822d-ace24e9146b9"
"all ages","Safari","Ottawa","20200813","Mac","female","Sein","french","body","MacOS",2.269,"Ontario","provider","e734e846-3099-41d4-822d-ace24e9146b9"
"all ages","Safari","Ottawa","20200813","Mac","female","Poumons","french","body","MacOS",0.233,"Ontario","provider","e734e846-3099-41d4-822d-ace24e9146b9"
"all ages","Safari","Ottawa","20200813","Mac","female","Poumons","french","body","MacOS",2.018,"Ontario","provider","e734e846-3099-41d4-822d-ace24e9146b9"
"all ages","Safari","Ottawa","20200813","Mac","female","Poumons","french","body","MacOS",23.605,"Ontario","provider","e734e846-3099-41d4-822d-ace24e9146b9"
"all ages","Safari","Ottawa","20200813","Mac","female","Estomac","french","body","MacOS",1.954,"Ontario","provider","e734e846-3099-41d4-822d-ace24e9146b9"
"all ages","Safari","Ottawa","20200813","Mac","female","Foie","french","body","MacOS",1.802,"Ontario","provider","e734e846-3099-41d4-822d-ace24e9146b9"
"all ages","Safari","Ottawa","20200813","Mac","female","Colon","french","body","MacOS",4.048,"Ontario","provider","e734e846-3099-41d4-822d-ace24e9146b9"
"all ages","Safari","Ottawa","20200813","Mac","female","Foie","french","body","MacOS",12.947,"Ontario","provider","e734e846-3099-41d4-822d-ace24e9146b9"
"all ages","Safari","Ottawa","20200813","Mac","female","Colon","french","body","MacOS",2.516,"Ontario","provider","e734e846-3099-41d4-822d-ace24e9146b9"
"all ages","Safari","Ottawa","20200813","Mac","female","Ovaire","french","body","MacOS",2.63,"Ontario","provider","e734e846-3099-41d4-822d-ace24e9146b9"
"all ages","Safari","Ottawa","20200813","Mac","female","Colon","french","body","MacOS",2.285,"Ontario","provider","e734e846-3099-41d4-822d-ace24e9146b9"
"all ages","Safari","Ottawa","20200813","Mac","female","Organes sexuels","french","body","MacOS",10.645,"Ontario","provider","e734e846-3099-41d4-822d-ace24e9146b9"
"all ages","Safari","Ottawa","20200813","Mac","female","Chutes","french","body","MacOS",3.03,"Ontario","provider","e734e846-3099-41d4-822d-ace24e9146b9"
"all ages","Safari","Ottawa","20200813","Mac","female","Os","french","body","MacOS",9.536,"Ontario","provider","e734e846-3099-41d4-822d-ace24e9146b9"
"all ages","Safari","Ottawa","20200813","Mac","female","Exposition au soleil","french","body","MacOS",4,"Ontario","provider","e734e846-3099-41d4-822d-ace24e9146b9"
"all ages","Safari","Ottawa","20200813","Mac","female","Troubles de la mémoire","french","body","MacOS",3.856,"Ontario","provider","e734e846-3099-41d4-822d-ace24e9146b9"
"all ages","Safari","Ottawa","20200813","Mac","female","Aorte","french","body","MacOS",10.011,"Ontario","provider","e734e846-3099-41d4-822d-ace24e9146b9"
"all ages","Safari","Ottawa","20200813","Mac","female","Ovaire","french","body","MacOS",1.726,"Ontario","provider","e734e846-3099-41d4-822d-ace24e9146b9"
"all ages","Safari","Ottawa","20200813","Mac","female","Utérus","french","body","MacOS",11.383,"Ontario","provider","e734e846-3099-41d4-822d-ace24e9146b9"
"all ages","Safari","Ottawa","20200813","Mac","female","Utérus","french","body","MacOS",24.636,"Ontario","provider","e734e846-3099-41d4-822d-ace24e9146b9"
"all ages","Safari","Ottawa","20200813","Mac","female","Chutes","french","body","MacOS",11.504,"Ontario","provider","e734e846-3099-41d4-822d-ace24e9146b9"
"all ages","Safari","Ottawa","20200813","Mac","female","Pancréas","french","body","MacOS",6.447,"Ontario","provider","e734e846-3099-41d4-822d-ace24e9146b9"
"all ages","Safari","Ottawa","20200813","Mac","female","Estomac","french","body","MacOS",2.618,"Ontario","provider","e734e846-3099-41d4-822d-ace24e9146b9"
"all ages","Safari","Ottawa","20200813","Mac","female","Vaccination","french","body","MacOS",6.97,"Ontario","provider","e734e846-3099-41d4-822d-ace24e9146b9"
"all ages","Safari","Ottawa","20200813","Mac","female","Yeux","french","body","MacOS",10.984,"Ontario","provider","e734e846-3099-41d4-822d-ace24e9146b9"
"all ages","Safari","Ottawa","20200813","Mac","female","Colon","french","body","MacOS",0.288,"Ontario","provider","e734e846-3099-41d4-822d-ace24e9146b9"
"all ages","Safari","Ottawa","20200813","Mac","female","Colon","french","body","MacOS",0.615,"Ontario","provider","e734e846-3099-41d4-822d-ace24e9146b9"
"all ages","Safari","Ottawa","20200813","Mac","female","Colon","french","body","MacOS",61.131,"Ontario","provider","e734e846-3099-41d4-822d-ace24e9146b9"
"all ages","Safari","Ottawa","20200813","Mac","female","Toxicomanie","french","topics","MacOS",124.023,"Ontario","provider","e734e846-3099-41d4-822d-ace24e9146b9"
"all ages","Safari","Ottawa","20200813","Mac","female","Activité sexuelle","french","topics","MacOS",13.868,"Ontario","provider","e734e846-3099-41d4-822d-ace24e9146b9"
"all ages","Safari","Ottawa","20200813","Mac","female","Planification familiale","french","topics","MacOS",9.704,"Ontario","provider","e734e846-3099-41d4-822d-ace24e9146b9"
"all ages","Safari","Ottawa","20200813","Mac","female","Poumon","french","topics","MacOS",7.141,"Ontario","provider","e734e846-3099-41d4-822d-ace24e9146b9"
"all ages","Safari","Ottawa","20200813","Mac","female","Toxicomanie","french","topics","MacOS",116.738,"Ontario","provider","e734e846-3099-41d4-822d-ace24e9146b9"
"all ages","Safari","Ottawa","20200813","Mac","female","COVID-19","french","topics","MacOS","","Ontario","provider","e734e846-3099-41d4-822d-ace24e9146b9"
"32","Chrome","Ottawa","20200813","Mac","male","Covid-19","english","body","MacOS","","Ontario","patient","45b1d083-be24-4cc9-8c97-a24139caa80b"
"32","Chrome","Ottawa","20200813","Mac","male","Covid-19","english","body","MacOS",3.599,"Ontario","patient","45b1d083-be24-4cc9-8c97-a24139caa80b"
"32","Chrome","Ottawa","20200813","Mac","male","Memory Problems","english","body","MacOS",2.627,"Ontario","patient","45b1d083-be24-4cc9-8c97-a24139caa80b"
"32","Chrome","Ottawa","20200813","Mac","male","Physical Exam","english","body","MacOS",2.867,"Ontario","patient","45b1d083-be24-4cc9-8c97-a24139caa80b"
"32","Chrome","Ottawa","20200813","Mac","male","Physical Activity","english","body","MacOS",4.746,"Ontario","patient","45b1d083-be24-4cc9-8c97-a24139caa80b"
"32","Chrome","Ottawa","20200813","Mac","male","Immunization","english","body","MacOS",3.472,"Ontario","patient","45b1d083-be24-4cc9-8c97-a24139caa80b"
"32","Chrome","Ottawa","20200813","Mac","male","Heart","english","body","MacOS",3.221,"Ontario","patient","45b1d083-be24-4cc9-8c97-a24139caa80b"
"32","Chrome","Ottawa","20200813","Mac","male","Lungs","english","body","MacOS",7.503,"Ontario","patient","45b1d083-be24-4cc9-8c97-a24139caa80b"
"32","Chrome","Ottawa","20200813","Mac","male","Falls","english","body","MacOS",6.41,"Ontario","patient","45b1d083-be24-4cc9-8c97-a24139caa80b"
"32","Chrome","Ottawa","20200813","Mac","male","Sexual Organs","english","body","MacOS",4.747,"Ontario","patient","45b1d083-be24-4cc9-8c97-a24139caa80b"
"32","Chrome","Ottawa","20200813","Mac","male","Bone","english","body","MacOS",10.466,"Ontario","patient","45b1d083-be24-4cc9-8c97-a24139caa80b"
"32","Chrome","Ottawa","20200813","Mac","male","COVID-19","english","topics","MacOS",3.904,"Ontario","patient","45b1d083-be24-4cc9-8c97-a24139caa80b"
"32","Chrome","Ottawa","20200813","Mac","male","Be active","english","topics","MacOS",2.225,"Ontario","patient","45b1d083-be24-4cc9-8c97-a24139caa80b"
"32","Chrome","Ottawa","20200813","Mac","male","Diabetes Type 2","english","topics","MacOS",45.172,"Ontario","patient","45b1d083-be24-4cc9-8c97-a24139caa80b"
"32","Chrome","Ottawa","20200813","Mac","male","Colorectal Cancer or Bowel Cancer","english","topics","MacOS",3.374,"Ontario","patient","45b1d083-be24-4cc9-8c97-a24139caa80b"
"32","Chrome","Ottawa","20200813","Mac","male","Heart disease","english","topics","MacOS",2.764,"Ontario","patient","45b1d083-be24-4cc9-8c97-a24139caa80b"
"32","Chrome","Ottawa","20200813","Mac","male","Lung","english","topics","MacOS",2.095,"Ontario","patient","45b1d083-be24-4cc9-8c97-a24139caa80b"
"32","Chrome","Ottawa","20200813","Mac","male","Memory problems or  Dementia","english","topics","MacOS",4.53,"Ontario","patient","45b1d083-be24-4cc9-8c97-a24139caa80b"
"32","Chrome","Ottawa","20200813","Mac","male","Nutrition","english","topics","MacOS",5.273,"Ontario","patient","45b1d083-be24-4cc9-8c97-a24139caa80b"
"32","Chrome","Ottawa","20200813","Mac","male","Sex & Prostate","english","topics","MacOS",5.034,"Ontario","patient","45b1d083-be24-4cc9-8c97-a24139caa80b"
"60","Chrome","Ottawa","20200813","Mac","male","Substance Abuse","english","topics","MacOS",18.743,"Ontario","patient","45b1d083-be24-4cc9-8c97-a24139caa80b"
"60","Chrome","Ottawa","20200813","Mac","male","COVID-19","english","topics","MacOS",7.529,"Ontario","patient","45b1d083-be24-4cc9-8c97-a24139caa80b"
"60","Chrome","Ottawa","20200813","Mac","male","STI tests","english","tests","MacOS",1.231,"Ontario","patient","45b1d083-be24-4cc9-8c97-a24139caa80b"
"60","Chrome","Ottawa","20200813","Mac","male","Sugar blood test","english","tests","MacOS",1.333,"Ontario","patient","45b1d083-be24-4cc9-8c97-a24139caa80b"
"60","Chrome","Ottawa","20200813","Mac","male","Low dose CT scan","english","tests","MacOS",1.117,"Ontario","patient","45b1d083-be24-4cc9-8c97-a24139caa80b"
"60","Chrome","Ottawa","20200813","Mac","male","Heart risk score","english","tests","MacOS",1.357,"Ontario","patient","45b1d083-be24-4cc9-8c97-a24139caa80b"
"60","Chrome","Ottawa","20200813","Mac","male","Colorectal cancer screening","english","tests","MacOS",0.876,"Ontario","patient","45b1d083-be24-4cc9-8c97-a24139caa80b"
"60","Chrome","Ottawa","20200813","Mac","male","Cholesterol blood test","english","tests","MacOS",1.077,"Ontario","patient","45b1d083-be24-4cc9-8c97-a24139caa80b"
"60","Chrome","Ottawa","20200813","Mac","male","Bone mineral density","english","tests","MacOS",0.891,"Ontario","patient","45b1d083-be24-4cc9-8c97-a24139caa80b"
"60","Chrome","Ottawa","20200813","Mac","male","Pros or  Cons of tests","english","tests","MacOS",3.261,"Ontario","patient","45b1d083-be24-4cc9-8c97-a24139caa80b"
"60","Chrome","Ottawa","20200813","Mac","male","COVID-19","english","topics","MacOS",37.946,"Ontario","patient","45b1d083-be24-4cc9-8c97-a24139caa80b"
"60","Chrome","Ottawa","20200813","Mac","male","Nutrition","english","topics","MacOS",9.777,"Ontario","patient","45b1d083-be24-4cc9-8c97-a24139caa80b"
"60","Chrome","Ottawa","20200813","Mac","male","Memory problems or  Dementia","english","topics","MacOS",21.404,"Ontario","patient","45b1d083-be24-4cc9-8c97-a24139caa80b"
"60","Chrome","Ottawa","20200813","Mac","male","Bone health","english","topics","MacOS",133.64,"Ontario","patient","45b1d083-be24-4cc9-8c97-a24139caa80b"
"60","Chrome","Ottawa","20200813","Mac","male","Covid-19","english","body","MacOS",26.585,"Ontario","patient","45b1d083-be24-4cc9-8c97-a24139caa80b"
"60","Chrome","Ottawa","20200813","Mac","male","Bowel","english","body","MacOS",10.357,"Ontario","patient","45b1d083-be24-4cc9-8c97-a24139caa80b"
"60","Chrome","Ottawa","20200813","Mac","male","Bone","english","body","MacOS",29.145,"Ontario","patient","45b1d083-be24-4cc9-8c97-a24139caa80b"
"60","Chrome","Ottawa","20200813","Mac","male","Sex & Prostate","english","topics","MacOS",9.763,"Ontario","patient","45b1d083-be24-4cc9-8c97-a24139caa80b"
"60","Chrome","Ottawa","20200813","Mac","male","Pros or  Cons of tests","english","tests","MacOS",35.264,"Ontario","patient","45b1d083-be24-4cc9-8c97-a24139caa80b"
"60","Chrome","Ottawa","20200813","Mac","male","Bone mineral density","english","tests","MacOS",9.761,"Ontario","patient","45b1d083-be24-4cc9-8c97-a24139caa80b"
"60","Chrome","Ottawa","20200813","Mac","male","Cholesterol blood test","english","tests","MacOS",1.27,"Ontario","patient","45b1d083-be24-4cc9-8c97-a24139caa80b"
"60","Chrome","Ottawa","20200813","Mac","male","Colorectal cancer screening","english","tests","MacOS",14.845,"Ontario","patient","45b1d083-be24-4cc9-8c97-a24139caa80b"
"60","Chrome","Ottawa","20200813","Mac","male","Heart risk score","english","tests","MacOS",11.318,"Ontario","patient","45b1d083-be24-4cc9-8c97-a24139caa80b"
"60","Chrome","Ottawa","20200813","Mac","male","Low dose CT scan","english","tests","MacOS",1.727,"Ontario","patient","45b1d083-be24-4cc9-8c97-a24139caa80b"
"60","Chrome","Ottawa","20200813","Mac","male","STI tests","english","tests","MacOS",1.799,"Ontario","patient","45b1d083-be24-4cc9-8c97-a24139caa80b"
"60","Chrome","Ottawa","20200813","Mac","male","Sugar blood test","english","tests","MacOS",5.662,"Ontario","patient","45b1d083-be24-4cc9-8c97-a24139caa80b"
"60","Chrome","Ottawa","20200813","Mac","male","COVID-19","english","topics","MacOS",2.996,"Ontario","patient","45b1d083-be24-4cc9-8c97-a24139caa80b"
"60","Chrome","Ottawa","20200813","Mac","male","Sex & Prostate","english","topics","MacOS",2.86,"Ontario","patient","45b1d083-be24-4cc9-8c97-a24139caa80b"
"60","Chrome","Ottawa","20200813","Mac","male","Vitamins, Minerals","english","topics","MacOS",13.703,"Ontario","patient","45b1d083-be24-4cc9-8c97-a24139caa80b"
"60","Chrome","Ottawa","20200813","Mac","male","Vision","english","topics","MacOS",5.786,"Ontario","patient","45b1d083-be24-4cc9-8c97-a24139caa80b"
"60","Chrome","Ottawa","20200813","Mac","male","Sun Exposure","english","topics","MacOS",10.653,"Ontario","patient","45b1d083-be24-4cc9-8c97-a24139caa80b"
"60","Chrome","Ottawa","20200813","Mac","male","Substance Abuse","english","topics","MacOS",26.498,"Ontario","patient","45b1d083-be24-4cc9-8c97-a24139caa80b"
"60","Chrome","Ottawa","20200813","Mac","male","Lung","english","topics","MacOS",13.7,"Ontario","patient","45b1d083-be24-4cc9-8c97-a24139caa80b"
"60","Chrome","Ottawa","20200813","Mac","male","Pancreas","english","body","MacOS",95.362,"Ontario","patient","45b1d083-be24-4cc9-8c97-a24139caa80b"
"60","Chrome","Ottawa","20200813","Mac","male","Lungs","english","body","MacOS",9.273,"Ontario","patient","45b1d083-be24-4cc9-8c97-a24139caa80b"
"60","Chrome","Ottawa","20200813","Mac","male","Aorta","english","body","MacOS",3.689,"Ontario","patient","45b1d083-be24-4cc9-8c97-a24139caa80b"
"60","Chrome","Ottawa","20200813","Mac","male","Heart","english","body","MacOS",33.148,"Ontario","patient","45b1d083-be24-4cc9-8c97-a24139caa80b"
"all ages","Chrome","Ottawa","20200813","AndroidPhone","male","COVID-19","french","topics","AndroidOS",1.746,"Ontario","provider",""
"all ages","Chrome","Ottawa","20200813","AndroidPhone","male","Activité physique","french","topics","AndroidOS",1.616,"Ontario","provider",""
"all ages","Chrome","Ottawa","20200813","AndroidPhone","male","Activité sexuelle et Prostate","french","topics","AndroidOS",1.833,"Ontario","provider",""
"all ages","Chrome","Ottawa","20200813","AndroidPhone","male","Alimentation","french","topics","AndroidOS",1.595,"Ontario","provider",""
"all ages","Chrome","Ottawa","20200813","AndroidPhone","male","Cancer colorectal","french","topics","AndroidOS",1.359,"Ontario","provider",""
"all ages","Chrome","Ottawa","20200813","AndroidPhone","male","Cancer du côlon ou de l’intestin","french","topics","AndroidOS",1.421,"Ontario","provider",""
"all ages","Chrome","Ottawa","20200813","AndroidPhone","male","Chutes chez les personnes âgées","french","topics","AndroidOS",1.373,"Ontario","provider",""
"all ages","Chrome","Ottawa","20200813","AndroidPhone","male","Diabète de type 2","french","topics","AndroidOS",2.664,"Ontario","provider",""
"all ages","Chrome","Ottawa","20200813","AndroidPhone","male","Dépistage d’un anévrisme de l’aorte abdominale","french","topics","AndroidOS",5.641,"Ontario","provider",""
"60","Chrome","Ottawa","20200813","Mac","male","Immunization","english","body","MacOS",72.909,"Ontario","patient","45b1d083-be24-4cc9-8c97-a24139caa80b"
"all ages","Chrome","Ottawa","20200813","AndroidPhone","male","Être actif","french","topics","AndroidOS",1.468,"Ontario","provider",""
"all ages","Chrome","Ottawa","20200813","AndroidPhone","male","Examen physique","french","topics","AndroidOS",1.548,"Ontario","provider",""
"all ages","Chrome","Ottawa","20200813","AndroidPhone","male","Exposition au soleil","french","topics","AndroidOS",1.512,"Ontario","provider",""
"all ages","Chrome","Ottawa","20200813","AndroidPhone","male","Maladie cardiaque","french","topics","AndroidOS",1.575,"Ontario","provider",""
"all ages","Chrome","Ottawa","20200813","AndroidPhone","male","Poumon","french","topics","AndroidOS",1.344,"Ontario","provider",""
"all ages","Chrome","Ottawa","20200813","AndroidPhone","male","Santé des os","french","topics","AndroidOS",1.263,"Ontario","provider",""
"all ages","Chrome","Ottawa","20200813","AndroidPhone","male","Troubles de la mémoire or démence","french","topics","AndroidOS",3.01,"Ontario","provider",""
"all ages","Chrome","Ottawa","20200813","AndroidPhone","male","Toxicomanie","french","topics","AndroidOS",2.918,"Ontario","provider",""
"all ages","Chrome","Ottawa","20200813","AndroidPhone","male","Vaccination","french","topics","AndroidOS",2.052,"Ontario","provider",""
"all ages","Chrome","Ottawa","20200813","AndroidPhone","male","Vision","french","topics","AndroidOS",1.213,"Ontario","provider",""
"all ages","Chrome","Ottawa","20200813","AndroidPhone","female","Vitamines, minéraux","french","topics","AndroidOS",12.693,"Ontario","provider",""
"all ages","Chrome","Ottawa","20200813","AndroidPhone","female","COVID-19","french","topics","AndroidOS",2.092,"Ontario","provider",""
"all ages","Chrome","Ottawa","20200813","AndroidPhone","female","Activité physique","french","topics","AndroidOS",1.655,"Ontario","provider",""
"all ages","Chrome","Ottawa","20200813","AndroidPhone","female","Activité sexuelle","french","topics","AndroidOS",1.966,"Ontario","provider",""
"all ages","Chrome","Ottawa","20200813","AndroidPhone","female","Alimentation","french","topics","AndroidOS",1.998,"Ontario","provider",""
"all ages","Chrome","Ottawa","20200813","AndroidPhone","female","Cancer colorectal","french","topics","AndroidOS",1.523,"Ontario","provider",""
"all ages","Chrome","Ottawa","20200813","AndroidPhone","female","Cancer du sein","french","topics","AndroidOS",1.297,"Ontario","provider",""
"all ages","Chrome","Ottawa","20200813","AndroidPhone","female","Cancer du col de l’utérus","french","topics","AndroidOS",4.662,"Ontario","provider",""
"all ages","Chrome","Ottawa","20200813","AndroidPhone","female","Cancer du côlon ou de l’intestin","french","topics","AndroidOS",2.227,"Ontario","provider",""
"all ages","Chrome","Ottawa","20200813","AndroidPhone","female","Chutes chez les personnes âgées","french","topics","AndroidOS",1.9,"Ontario","provider",""
"all ages","Chrome","Ottawa","20200813","AndroidPhone","female","Diabète de type 2","french","topics","AndroidOS",1.475,"Ontario","provider",""
"all ages","Chrome","Ottawa","20200813","AndroidPhone","female","Être actif","french","topics","AndroidOS",1.438,"Ontario","provider",""
"all ages","Chrome","Ottawa","20200813","AndroidPhone","female","Examen physique","french","topics","AndroidOS",1.398,"Ontario","provider",""
"all ages","Chrome","Ottawa","20200813","AndroidPhone","female","Exposition au soleil","french","topics","AndroidOS",1.312,"Ontario","provider",""
"all ages","Chrome","Ottawa","20200813","AndroidPhone","female","Maladie cardiaque","french","topics","AndroidOS",1.256,"Ontario","provider",""
